w	d	t_history	r_history	delta_t	p_recall	total_cnt
ungrateful	5	0	0	1	0.684	269
unhinge	10	0	0	1	0.4066	396
unified	3	0	0	1	0.7629	291
uniformity	5	0	0	1	0.6732	1827
uniformly	3	0	0	1	0.7604	530
unify	3	0	0	1	0.7795	3783
unilateral	8	0	0	1	0.5393	4995
unilateralism	3	0	0	1	0.7846	130
unimpeachable	5	0	0	1	0.6502	243
unintentional	5	0	0	1	0.6979	1066
unionism	3	0	0	1	0.8	390
unionize	4	0	0	1	0.7327	449
unison	8	0	0	1	0.5197	685
unit	3	0	0	1	0.7764	3417
universal	3	0	0	1	0.7658	5601
universalize	3	0	0	1	0.7744	891
universally	2	0	0	1	0.8083	240
univocal	4	0	0	1	0.7368	114
unleash	6	0	0	1	0.6047	4581
unlike	1	0	0	1	0.9088	1393
unlock	2	0	0	1	0.8219	247
unmercifully	5	0	0	1	0.6523	417
unmet	7	0	0	1	0.5752	113
unmistakable	3	0	0	1	0.7629	464
unmitigated	9	0	0	1	0.4771	109
unnamed	1	0	0	1	0.8601	143
unnecessary	2	0	0	1	0.828	186
unnerve	7	0	0	1	0.5806	248
unpack	3	0	0	1	0.7573	379
unpalatable	7	0	0	1	0.5753	186
unparalleled	5	0	0	1	0.6755	1886
unpatentable	3	0	0	1	0.773	304
unpick	7	0	0	1	0.552	375
unpleasant	3	0	0	1	0.7802	837
unplug	5	0	0	1	0.6938	1241
unprecedented	7	0	0	1	0.5841	5006
unpredictability	3	0	0	1	0.7846	1388
unprejudiced	3	0	0	1	0.7593	216
unpromising	4	0	0	1	0.7319	138
unqualified	3	0	0	1	0.79	200
unravel	10	0	0	1	0.4372	693
unrealistic	3	0	0	1	0.7799	677
unrealistically	3	0	0	1	0.7961	255
unrecognised	5	0	0	1	0.6977	129
unrelated	2	0	0	1	0.8114	297
unreliable	2	0	0	1	0.812	383
unremarked	3	0	0	1	0.7991	1065
unremitting	8	0	0	1	0.5377	318
unsanitary	7	0	0	1	0.5939	165
unscathed	10	0	0	1	0.4274	124
unscrew	5	0	0	1	0.6996	233
unscrupulous	10	0	0	1	0.4121	580
unseemly	7	0	0	1	0.5943	212
unsettle	6	0	0	1	0.6264	1175
unsettled	5	0	0	1	0.6707	498
unsettling	5	0	0	1	0.6538	465
unsightly	4	0	0	1	0.7442	129
unsound	6	0	0	1	0.6133	150
unstoppably	3	0	0	1	0.7736	371
unsurpassed	4	0	0	1	0.7032	3551
unsuspecting	4	0	0	1	0.7459	185
unsustainability	3	0	0	1	0.7941	136
unsustainable	4	0	0	1	0.7233	1077
untamed	6	0	0	1	0.6486	148
untapped	5	0	0	1	0.6981	424
untidy	3	0	0	1	0.7819	188
untiring	3	0	0	1	0.7523	109
untrustworthy	1	0	0	1	0.8649	111
unveil	5	0	0	1	0.6761	1553
unwavering	4	0	0	1	0.7019	208
unwieldy	10	0	0	1	0.4253	308
unwilling	2	0	0	1	0.8114	1299
unwitting	7	0	0	1	0.5733	375
unworldly	4	0	0	1	0.7459	185
unwrap	3	0	0	1	0.7931	290
upbeat	4	0	0	1	0.7267	172
upcoming	2	0	0	1	0.8461	786
updated	2	0	0	1	0.8163	490
upfront	8	0	0	1	0.5281	2369
upgrade	4	0	0	1	0.7199	6777
upheaval	10	0	0	1	0.4166	4023
uphill	1	0	0	1	0.8913	276
upholster	7	0	0	1	0.5516	446
upholstered	10	0	0	1	0.4208	922
upkeep	5	0	0	1	0.6563	1839
uplift	3	0	0	1	0.7881	519
uplifting	4	0	0	1	0.7067	1108
upper	3	0	0	1	0.7986	4051
uppermost	2	0	0	1	0.8421	114
uproot	1	0	0	1	0.8699	415
upscale	6	0	0	1	0.6004	921
upside	2	0	0	1	0.8327	532
upstream	2	0	0	1	0.8333	102
uptake	7	0	0	1	0.57	200
upwash	5	0	0	1	0.6779	326
urban	4	0	0	1	0.7294	6515
urbanisation	4	0	0	1	0.7338	308
urbanise	4	0	0	1	0.7063	286
urgency	4	0	0	1	0.7259	1164
urgent	7	0	0	1	0.5938	7390
us	2	0	0	1	0.826	339
use	4	0	0	1	0.719	605
usefulness	3	0	0	1	0.7658	444
usual	2	0	0	1	0.8322	745
usually	3	0	0	1	0.7796	490
usurer	6	0	0	1	0.6048	167
usurp	9	0	0	1	0.4571	396
utensil	9	0	0	1	0.4627	644
utilitarian	6	0	0	1	0.6478	744
utilization	6	0	0	1	0.6349	567
utilize	5	0	0	1	0.6735	6076
utopia	4	0	0	1	0.7039	851
utopian	4	0	0	1	0.7317	205
utter	9	0	0	1	0.4814	7862
utterly	8	0	0	1	0.5405	2840
vacant	9	0	0	1	0.4984	8722
vacation	4	0	0	1	0.7337	3098
vaccinate	5	0	0	1	0.6921	916
vacuum	8	0	0	1	0.531	9216
vagary	10	0	0	1	0.3452	168
vagrant	8	0	0	1	0.5053	568
vaguely	7	0	0	1	0.5596	193
valediction	8	0	0	1	0.5429	140
valedictorian	6	0	0	1	0.6325	166
valiant	9	0	0	1	0.4923	518
validate	8	0	0	1	0.5234	1945
validity	7	0	0	1	0.5638	4101
valor	8	0	0	1	0.5263	209
valour	9	0	0	1	0.4873	158
valuable	4	0	0	1	0.7139	2370
value	5	0	0	1	0.6794	2430
valve	10	0	0	1	0.4342	5152
van	7	0	0	1	0.5852	6036
vanguard	4	0	0	1	0.7073	533
vanish	8	0	0	1	0.5207	9114
vanquish	10	0	0	1	0.4386	1124
vapour	6	0	0	1	0.6352	4257
variable	6	0	0	1	0.6227	5680
variance	5	0	0	1	0.6612	2842
variant	6	0	0	1	0.6486	1110
varicose	10	0	0	1	0.3587	184
various	5	0	0	1	0.664	3268
varying	3	0	0	1	0.7914	858
vast	6	0	0	1	0.6292	9067
vat	7	0	0	1	0.5882	187
vaunt	10	0	0	1	0.3633	1057
vegetable	2	0	0	1	0.8291	1053
vegetarian	2	0	0	1	0.8336	3336
vegetation	2	0	0	1	0.8194	3688
vehement	10	0	0	1	0.4074	459
vein	8	0	0	1	0.5034	5256
velvet	7	0	0	1	0.5745	5478
venal	10	0	0	1	0.3558	163
vendor	10	0	0	1	0.3991	2343
veneer	10	0	0	1	0.4386	114
vengeance	7	0	0	1	0.5678	3542
vengeful	3	0	0	1	0.7762	277
venial	10	0	0	1	0.4266	143
venomous	8	0	0	1	0.5185	569
ventilation	7	0	0	1	0.5547	1444
ventral	10	0	0	1	0.4098	183
ventricular	8	0	0	1	0.5255	137
venue	10	0	0	1	0.4021	5956
verb	3	0	0	1	0.7902	1506
verbalize	4	0	0	1	0.7149	1368
verbally	4	0	0	1	0.7442	391
verbiage	10	0	0	1	0.4215	121
verbose	8	0	0	1	0.5181	166
verdure	9	0	0	1	0.4817	301
verge	9	0	0	1	0.4744	7292
verifiable	7	0	0	1	0.5978	276
verification	8	0	0	1	0.5064	622
verified	8	0	0	1	0.5126	119
veritable	9	0	0	1	0.4886	440
vernacular	10	0	0	1	0.3459	899
vernal	7	0	0	1	0.5538	260
versatile	10	0	0	1	0.3649	7164
verse	9	0	0	1	0.4646	6038
versed	8	0	0	1	0.5171	205
version	8	0	0	1	0.5424	8925
versus	7	0	0	1	0.5634	6324
vertical	10	0	0	1	0.4437	8226
vertigo	10	0	0	1	0.4364	110
verve	9	0	0	1	0.4899	398
vest	9	0	0	1	0.494	4804
vet	7	0	0	1	0.5963	872
veterinarian	7	0	0	1	0.5847	366
veto	5	0	0	1	0.6825	7508
vibrant	8	0	0	1	0.5469	1834
vibration	8	0	0	1	0.5203	517
vicarage	9	0	0	1	0.4906	159
vicarious	10	0	0	1	0.3434	364
vicinity	10	0	0	1	0.4131	6797
viciously	9	0	0	1	0.4891	137
vicissitude	10	0	0	1	0.4222	334
victim	5	0	0	1	0.6723	9916
videophone	1	0	0	1	0.932	250
viewpoint	1	0	0	1	0.8779	1400
vigil	9	0	0	1	0.4869	306
vignette	10	0	0	1	0.3811	244
vigour	6	0	0	1	0.631	935
vile	10	0	0	1	0.4397	730
vilify	10	0	0	1	0.3732	209
villa	6	0	0	1	0.618	445
village	3	0	0	1	0.7617	2010
villain	8	0	0	1	0.5082	364
vindictive	10	0	0	1	0.4414	367
vinegar	7	0	0	1	0.5558	6335
vineyard	3	0	0	1	0.7571	700
vintage	7	0	0	1	0.5646	209
viola	4	0	0	1	0.7306	193
violence	5	0	0	1	0.6842	4759
virtuosity	10	0	0	1	0.3787	2915
virtuoso	8	0	0	1	0.5095	997
visa	4	0	0	1	0.7014	5462
viscera	10	0	0	1	0.4171	187
visceral	9	0	0	1	0.4682	173
viscerally	10	0	0	1	0.3356	1892
viscount	9	0	0	1	0.472	161
viscous	10	0	0	1	0.4325	659
visible	4	0	0	1	0.7077	4858
visibly	7	0	0	1	0.5615	317
visionary	8	0	0	1	0.5407	1890
visual	6	0	0	1	0.6427	6719
visually	5	0	0	1	0.6942	121
vita	7	0	0	1	0.5548	155
vital	7	0	0	1	0.56	8804
vitality	9	0	0	1	0.4993	2079
vitamin	2	0	0	1	0.8405	2408
vitriolic	10	0	0	1	0.444	232
vituperate	10	0	0	1	0.3182	132
vivacity	5	0	0	1	0.6706	170
vivid	3	0	0	1	0.7866	4082
vocabulary	5	0	0	1	0.6945	4603
vocalist	2	0	0	1	0.8348	115
vocalization	3	0	0	1	0.7531	162
vocational	4	0	0	1	0.7077	5303
vocative	6	0	0	1	0.6275	153
vodka	2	0	0	1	0.8027	147
vogue	8	0	0	1	0.5301	1413
volatile	10	0	0	1	0.2784	5999
volatility	10	0	0	1	0.392	352
volcanic	4	0	0	1	0.7432	1071
volcano	5	0	0	1	0.6705	7145
volcanologist	1	0	0	1	0.8673	113
volitional	10	0	0	1	0.337	184
volt	5	0	0	1	0.6669	4668
voltage	7	0	0	1	0.5923	4572
voluble	8	0	0	1	0.5043	349
voluminous	9	0	0	1	0.4853	853
voluntarily	2	0	0	1	0.8496	226
volunteer	3	0	0	1	0.775	1667
voluptuous	10	0	0	1	0.3769	130
vomit	8	0	0	1	0.5423	815
vortex	9	0	0	1	0.4922	256
voter	2	0	0	1	0.8032	1113
vouch	10	0	0	1	0.3934	211
vowel	9	0	0	1	0.4855	4313
voyeur	7	0	0	1	0.5538	130
vulgarity	7	0	0	1	0.563	238
vulture	10	0	0	1	0.4067	268
waddle	7	0	0	1	0.5753	299
waffle	8	0	0	1	0.5169	118
wage	7	0	0	1	0.5887	9636
waggle	4	0	0	1	0.7087	103
wail	8	0	0	1	0.5016	608
wait	6	0	0	1	0.6485	842
waive	10	0	0	1	0.4455	1349
walk	4	0	0	1	0.7176	981
wall	2	0	0	1	0.8115	939
wallet	4	0	0	1	0.7264	2537
walnut	5	0	0	1	0.683	896
waltz	1	0	0	1	0.8897	136
wand	5	0	0	1	0.6726	168
wander	6	0	0	1	0.6411	7524
wane	8	0	0	1	0.5431	893
want	4	0	0	1	0.7494	870
ward	9	0	0	1	0.4987	8226
wardrobe	7	0	0	1	0.5589	6815
warhead	4	0	0	1	0.746	126
warlord	5	0	0	1	0.6515	132
warm	4	0	0	1	0.7492	1304
warp	7	0	0	1	0.5511	568
warrant	9	0	0	1	0.4718	9156
warranty	7	0	0	1	0.5897	4350
wart	10	0	0	1	0.4041	245
wary	10	0	0	1	0.41	5992
was	4	0	0	1	0.7117	111
wasp	8	0	0	1	0.5025	591
wastage	5	0	0	1	0.6539	627
wasteful	2	0	0	1	0.8098	205
wasteland	2	0	0	1	0.8066	662
watch	2	0	0	1	0.8131	840
watchword	4	0	0	1	0.7212	165
water	2	0	0	1	0.8235	374
waterfall	1	0	0	1	0.9169	1228
watermark	1	0	0	1	0.9576	118
watershed	4	0	0	1	0.7275	2906
watt	3	0	0	1	0.7951	3363
wave	3	0	0	1	0.7518	4082
waver	4	0	0	1	0.7113	478
wax	7	0	0	1	0.5772	6119
way	5	0	0	1	0.6912	1182
wayward	9	0	0	1	0.4557	316
weak	6	0	0	1	0.6389	2398
weaken	4	0	0	1	0.7054	2695
weakness	5	0	0	1	0.677	2121
wealth	4	0	0	1	0.7389	3240
wean	10	0	0	1	0.4274	964
weapon	5	0	0	1	0.6504	4471
webcast	2	0	0	1	0.8452	1092
wed	4	0	0	1	0.7476	1343
wedding	4	0	0	1	0.7396	3003
wedge	8	0	0	1	0.5008	6677
weekend	1	0	0	1	0.9172	435
weekly	1	0	0	1	0.9088	1097
weep	6	0	0	1	0.6068	6679
weigh	3	0	0	1	0.777	4780
weighty	3	0	0	1	0.785	107
weird	9	0	0	1	0.4595	8156
welfare	5	0	0	1	0.6725	9081
well	4	0	0	1	0.7236	1002
wellbeing	1	0	0	1	0.8697	898
welter	10	0	0	1	0.4314	153
west	2	0	0	1	0.8249	851
westerner	1	0	0	1	0.9503	181
wetland	1	0	0	1	0.8785	107
whack	9	0	0	1	0.4613	323
whale	4	0	0	1	0.7175	4103
whaling	1	0	0	1	0.8676	204
wharf	9	0	0	1	0.4609	1165
whatsoever	2	0	0	1	0.8423	3425
wheel	5	0	0	1	0.6726	4124
whereabouts	3	0	0	1	0.7924	838
whet	9	0	0	1	0.4883	256
whimsical	10	0	0	1	0.4082	534
whirl	9	0	0	1	0.4673	6345
whirlwind	3	0	0	1	0.783	765
whiskey	2	0	0	1	0.8224	760
whisky	2	0	0	1	0.8176	1826
whisper	6	0	0	1	0.6441	4201
whispered	3	0	0	1	0.77	100
white	3	0	0	1	0.7578	640
whitewash	1	0	0	1	0.8897	281
whoever	1	0	0	1	0.9256	457
wholeheartedly	2	0	0	1	0.8061	263
wholesale	3	0	0	1	0.7847	4640
wholesome	8	0	0	1	0.5418	6567
wholly	4	0	0	1	0.7499	4690
whom	1	0	0	1	0.9292	367
whoop	6	0	0	1	0.6413	368
whopping	10	0	0	1	0.4392	1669
whose	1	0	0	1	0.8983	423
why	1	0	0	1	0.879	124
wick	9	0	0	1	0.4648	256
wicker	7	0	0	1	0.5698	172
widen	3	0	0	1	0.7642	2879
widespread	3	0	0	1	0.7573	5221
widow	4	0	0	1	0.7467	5921
wield	10	0	0	1	0.4262	1748
wig	8	0	0	1	0.5053	285
wild	5	0	0	1	0.6724	3504
wildfire	1	0	0	1	0.906	319
wilfully	5	0	0	1	0.6905	126
will	4	0	0	1	0.7472	969
willfully	9	0	0	1	0.4623	530
willingness	2	0	0	1	0.8389	1366
willpower	3	0	0	1	0.7513	1544
win	1	0	0	1	0.8732	544
windmill	2	0	0	1	0.85	220
windscreen	1	0	0	1	0.9077	531
windy	4	0	0	1	0.7274	950
winery	4	0	0	1	0.7167	480
wink	3	0	0	1	0.7693	1127
wipe	7	0	0	1	0.5886	5426
wired	8	0	0	1	0.5156	609
wireless	5	0	0	1	0.6804	2234
wisdom	5	0	0	1	0.6867	6253
wisely	4	0	0	1	0.7426	272
wish	5	0	0	1	0.6556	1321
wispy	9	0	0	1	0.4779	136
witch	7	0	0	1	0.558	4224
without	5	0	0	1	0.6939	1519
wobble	8	0	0	1	0.5013	395
woe	6	0	0	1	0.6003	703
wolves	3	0	0	1	0.7824	193
woman	1	0	0	1	0.881	210
women	1	0	0	1	0.8692	107
won	2	0	0	1	0.8281	221
wonderful	3	0	0	1	0.7698	1160
wood	2	0	0	1	0.8127	1340
woodcut	3	0	0	1	0.795	200
woof	6	0	0	1	0.6321	106
wool	5	0	0	1	0.6911	4617
woolen	3	0	0	1	0.7744	1201
word	3	0	0	1	0.7809	1004
wording	3	0	0	1	0.7676	512
wordy	5	0	0	1	0.6958	1821
workman	4	0	0	1	0.7238	105
workmanship	4	0	0	1	0.735	117
workplace	1	0	0	1	0.9451	638
workshop	3	0	0	1	0.7824	4123
workstation	1	0	0	1	0.9608	638
world	2	0	0	1	0.832	375
worldly	1	0	0	1	0.8594	256
worldwide	1	0	0	1	0.8823	1827
worn	7	0	0	1	0.556	750
worrisome	3	0	0	1	0.7895	456
worry	5	0	0	1	0.663	997
worsen	4	0	0	1	0.7334	2704
worship	9	0	0	1	0.5	9472
worst	3	0	0	1	0.7504	1386
worth	6	0	0	1	0.6395	2494
worthiness	3	0	0	1	0.8	205
worthless	2	0	0	1	0.8194	897
worthwhile	3	0	0	1	0.7957	4171
would	4	0	0	1	0.7473	653
wrangle	9	0	0	1	0.4924	132
wrap	7	0	0	1	0.571	11452
wreak	9	0	0	1	0.4872	784
wreath	10	0	0	1	0.4373	2694
wreckage	7	0	0	1	0.5897	914
wrench	10	0	0	1	0.4082	5564
wrest	7	0	0	1	0.5899	278
wrestle	9	0	0	1	0.4596	2511
wretched	10	0	0	1	0.3477	2649
wriggle	7	0	0	1	0.5792	183
writhe	10	0	0	1	0.3929	308
writing	1	0	0	1	0.8675	166
wrongdoing	2	0	0	1	0.8289	859
wrongheaded	2	0	0	1	0.8235	136
wrote	3	0	0	1	0.755	151
wry	9	0	0	1	0.4759	332
xenophobia	8	0	0	1	0.514	214
yacht	8	0	0	1	0.5109	1053
yawn	6	0	0	1	0.632	5291
year	1	0	0	1	0.8992	238
yearly	1	0	0	1	0.9509	570
yearning	7	0	0	1	0.5989	1057
yell	4	0	0	1	0.7313	4015
yellow	1	0	0	1	0.9489	137
yet	4	0	0	1	0.7379	2396
yield	8	0	0	1	0.526	12444
yoghurt	3	0	0	1	0.7551	1760
young	2	0	0	1	0.8427	337
yourselves	1	0	0	1	0.9113	203
youth	1	0	0	1	0.9317	1333
zealot	4	0	0	1	0.7349	332
zero	1	0	0	1	0.9068	397
zigzag	1	0	0	1	0.8839	3479
zip	3	0	0	1	0.7695	3176
zipper	3	0	0	1	0.7915	662
zone	5	0	0	1	0.6678	5377
zoology	1	0	0	1	0.8967	1016
AD	1	0	0	1	0.9174	472
Abacavir	1	0	0	1	0.8624	109
America	1	0	0	1	0.8824	170
American	2	0	0	1	0.8462	195
April	1	0	0	1	0.8597	1347
Arctic	2	0	0	1	0.8003	1778
Asia	1	0	0	1	0.9015	548
Athens	5	0	0	1	0.6881	109
Atlantic	2	0	0	1	0.8058	1334
Brazil	3	0	0	1	0.7744	195
Briton	1	0	0	1	0.9159	226
Buddha	2	0	0	1	0.8367	147
Buddhism	3	0	0	1	0.7953	1788
CIA	1	0	0	1	0.854	137
Canada	1	0	0	1	0.8837	129
Canadian	1	0	0	1	0.876	258
Catholic	3	0	0	1	0.7919	4978
Christmas	1	0	0	1	0.8522	1008
Commonwealth	4	0	0	1	0.701	204
Congress	1	0	0	1	0.8619	1014
Constitution	1	0	0	1	0.8684	114
Czar	2	0	0	1	0.8455	123
Daewoo	1	0	0	1	0.8532	109
Danish	2	0	0	1	0.8333	366
Daoism	1	0	0	1	0.8814	253
December	2	0	0	1	0.8457	1134
Disneyland	1	0	0	1	0.8581	155
Dr	1	0	0	1	0.9219	128
Dutch	4	0	0	1	0.7289	343
Easter	1	0	0	1	0.8508	2956
Egypt	2	0	0	1	0.8481	283
Egyptian	2	0	0	1	0.8141	156
Esperanto	4	0	0	1	0.7134	157
Europe	2	0	0	1	0.8467	548
European	2	0	0	1	0.8356	438
France	1	0	0	1	0.8647	266
French	2	0	0	1	0.8176	307
Friday	2	0	0	1	0.8203	395
Geneva	5	0	0	1	0.67	100
Gothic	3	0	0	1	0.7901	181
Greek	1	0	0	1	0.8657	402
HB	1	0	0	1	0.9478	134
Halloween	2	0	0	1	0.8178	214
Hormone	1	0	0	1	0.8986	148
IMF	2	0	0	1	0.8386	223
Indian	1	0	0	1	0.9079	152
Internet	1	0	0	1	0.8926	363
Iowa	4	0	0	1	0.7222	162
Italian	1	0	0	1	0.8754	618
Italy	2	0	0	1	0.8497	173
Japan	1	0	0	1	0.9314	102
Japanese	1	0	0	1	0.8841	164
Latin	1	0	0	1	0.9147	1665
MPA	2	0	0	1	0.8426	108
MPAcc	1	0	0	1	0.8692	130
MS	1	0	0	1	0.8919	148
MSF	2	0	0	1	0.8214	140
March	2	0	0	1	0.826	1098
Mars	2	0	0	1	0.8137	204
Medicare	3	0	0	1	0.799	1219
Mexican	1	0	0	1	0.9265	245
Midwestern	1	0	0	1	0.9404	151
Moslem	2	0	0	1	0.84	475
Ms	1	0	0	1	0.9133	173
Nazi	1	0	0	1	0.9	140
Negro	2	0	0	1	0.8461	1715
Neolithic	3	0	0	1	0.7714	105
Netherlands	1	0	0	1	0.8668	443
Nordic	1	0	0	1	0.8588	354
Norwegian	2	0	0	1	0.8333	114
October	2	0	0	1	0.8072	861
Olympiad	1	0	0	1	0.9315	292
Olympic	1	0	0	1	0.9444	288
Olympics	1	0	0	1	0.876	363
PM	1	0	0	1	0.8549	317
Pacific	5	0	0	1	0.6966	1068
Paleolithic	5	0	0	1	0.6975	119
Paris	3	0	0	1	0.7698	126
Polish	2	0	0	1	0.8151	119
Polynesian	3	0	0	1	0.7938	582
Pope	4	0	0	1	0.7385	195
Puritan	4	0	0	1	0.724	250
RSVP	2	0	0	1	0.8324	185
Renaissance	2	0	0	1	0.8148	216
Republican	1	0	0	1	0.8944	142
Riverside	1	0	0	1	0.8545	110
Roman	1	0	0	1	0.9489	274
Russia	2	0	0	1	0.8265	294
Russian	3	0	0	1	0.7883	411
Sabbath	5	0	0	1	0.6854	178
Saturday	3	0	0	1	0.7716	556
Scandinavian	2	0	0	1	0.8095	252
Seoul	3	0	0	1	0.7647	170
Spain	4	0	0	1	0.7285	221
Spanish	1	0	0	1	0.8777	278
Sunday	1	0	0	1	0.8689	267
Sweden	3	0	0	1	0.7529	174
Swedish	2	0	0	1	0.8077	338
Thailand	2	0	0	1	0.8049	123
Thanksgiving	1	0	0	1	0.9299	528
Thursday	3	0	0	1	0.7828	792
Uranus	7	0	0	1	0.5619	105
VCD	1	0	0	1	0.9552	134
Valentine	6	0	0	1	0.6111	108
Venus	1	0	0	1	0.8671	158
Victorian	1	0	0	1	0.8924	251
Virginia	1	0	0	1	0.8678	121
Wales	1	0	0	1	0.8562	146
Xerox	5	0	0	1	0.682	283
Zionism	6	0	0	1	0.64	175
a	1	0	0	1	0.9731	223
aback	9	0	0	1	0.4633	613
abacus	7	0	0	1	0.5974	529
abandon	4	0	0	1	0.7498	4357
abbey	5	0	0	1	0.6656	616
abbreviation	7	0	0	1	0.5792	2462
abdicate	9	0	0	1	0.4698	3689
abdication	8	0	0	1	0.5413	702
abdominal	4	0	0	1	0.7054	920
abduct	9	0	0	1	0.4708	941
abduction	6	0	0	1	0.6269	134
abed	1	0	0	1	0.8864	352
aberrant	9	0	0	1	0.4765	1085
abet	7	0	0	1	0.5623	281
abhorrent	7	0	0	1	0.5573	707
abide	8	0	0	1	0.5054	10292
abject	9	0	0	1	0.4629	890
ablate	8	0	0	1	0.5182	110
ablaze	4	0	0	1	0.7043	575
aboard	1	0	0	1	0.8526	4845
abode	6	0	0	1	0.6027	959
abominable	10	0	0	1	0.396	452
aboriginal	4	0	0	1	0.702	973
aborigine	4	0	0	1	0.7239	431
abort	6	0	0	1	0.6177	1891
abortive	8	0	0	1	0.5311	241
abound	5	0	0	1	0.6522	7765
about	1	0	0	1	0.8604	752
abrade	7	0	0	1	0.5576	217
abridge	7	0	0	1	0.5933	863
abrogate	10	0	0	1	0.4434	327
abruptly	7	0	0	1	0.5658	2098
absence	4	0	0	1	0.7306	7048
absentee	2	0	0	1	0.8415	164
absently	8	0	0	1	0.5294	1054
absolutist	3	0	0	1	0.7958	955
absorbed	5	0	0	1	0.6731	878
absorption	4	0	0	1	0.7147	2229
abstention	10	0	0	1	0.4351	308
abstraction	5	0	0	1	0.6989	435
abstractly	2	0	0	1	0.8058	103
absurd	8	0	0	1	0.5328	10458
abundant	5	0	0	1	0.6501	9313
abundantly	3	0	0	1	0.7901	443
abut	6	0	0	1	0.6382	456
abuzz	6	0	0	1	0.6123	877
abysmal	9	0	0	1	0.4553	380
academia	2	0	0	1	0.8098	1209
academic	5	0	0	1	0.6981	7144
accede	8	0	0	1	0.5246	1079
acceleration	4	0	0	1	0.7013	2029
accentuate	6	0	0	1	0.6335	674
accept	6	0	0	1	0.6051	3907
acceptance	4	0	0	1	0.73	2404
access	5	0	0	1	0.6636	8712
accessible	5	0	0	1	0.6789	4372
accident	5	0	0	1	0.6503	4407
acclimate	7	0	0	1	0.5652	414
acclimation	9	0	0	1	0.4707	939
acclimatise	9	0	0	1	0.4814	511
accolade	10	0	0	1	0.355	307
accommodate	7	0	0	1	0.5724	10088
accommodating	4	0	0	1	0.7108	166
accompany	3	0	0	1	0.7568	7138
accomplishment	3	0	0	1	0.7647	2716
according	5	0	0	1	0.6781	1081
accordingly	5	0	0	1	0.6609	5441
account	5	0	0	1	0.6677	9109
accountability	5	0	0	1	0.6605	2751
accountable	8	0	0	1	0.5442	5981
accountancy	4	0	0	1	0.7344	1412
accounting	4	0	0	1	0.7261	3403
accredit	6	0	0	1	0.6225	1041
accreditation	10	0	0	1	0.4347	490
accrue	9	0	0	1	0.4964	699
accumulation	5	0	0	1	0.6846	2384
accuse	7	0	0	1	0.5516	11155
acerbic	6	0	0	1	0.6464	263
ache	3	0	0	1	0.7893	4841
achievement	4	0	0	1	0.707	2290
achiever	1	0	0	1	0.8577	513
acid	4	0	0	1	0.7414	6562
acidity	3	0	0	1	0.7762	791
acknowledge	5	0	0	1	0.6666	8381
acknowledgement	3	0	0	1	0.7989	537
acoustics	7	0	0	1	0.5779	308
acquaintance	8	0	0	1	0.5385	9899
acquire	6	0	0	1	0.6184	9515
acquit	10	0	0	1	0.347	634
acquittal	9	0	0	1	0.4781	228
acrimony	9	0	0	1	0.4554	505
acrobatic	6	0	0	1	0.6201	458
across	4	0	0	1	0.7476	2013
acting	2	0	0	1	0.8159	429
active	4	0	0	1	0.7486	3600
activist	2	0	0	1	0.8476	1699
actor	1	0	0	1	0.8558	1456
actress	2	0	0	1	0.8217	2462
actual	5	0	0	1	0.697	4241
actually	6	0	0	1	0.6414	1966
actuate	8	0	0	1	0.5079	126
acute	6	0	0	1	0.6014	9365
acutely	5	0	0	1	0.6661	575
ad	1	0	0	1	0.9037	883
adage	9	0	0	1	0.4579	107
adapt	5	0	0	1	0.6701	7300
adaptable	3	0	0	1	0.7771	1050
adaptive	4	0	0	1	0.7408	814
adaptiveness	3	0	0	1	0.7778	153
add	1	0	0	1	0.8893	1274
addicted	5	0	0	1	0.6756	2608
addiction	4	0	0	1	0.7112	3355
additive	3	0	0	1	0.7895	684
adept	8	0	0	1	0.5388	1802
adhesive	5	0	0	1	0.6937	457
adjacent	8	0	0	1	0.5355	6937
adjective	3	0	0	1	0.7699	4572
adjoining	6	0	0	1	0.6362	1564
adjudicate	6	0	0	1	0.6137	466
adjustment	4	0	0	1	0.7236	2203
administer	5	0	0	1	0.6871	5490
administrate	4	0	0	1	0.7013	703
admirable	4	0	0	1	0.7057	1410
admiration	3	0	0	1	0.7582	1005
admire	5	0	0	1	0.6673	5338
admissible	3	0	0	1	0.7512	217
admit	5	0	0	1	0.6835	6016
admonish	10	0	0	1	0.3629	1240
adobe	5	0	0	1	0.6742	531
adolescent	5	0	0	1	0.6906	7531
adopt	5	0	0	1	0.674	8056
adore	6	0	0	1	0.6482	6993
adorn	7	0	0	1	0.5586	1015
adrift	6	0	0	1	0.6385	462
adulatory	7	0	0	1	0.5784	102
adult	4	0	0	1	0.738	1931
adumbrate	10	0	0	1	0.365	200
advanced	5	0	0	1	0.6805	5114
advancement	5	0	0	1	0.6564	1237
adventitious	8	0	0	1	0.5352	213
adventure	6	0	0	1	0.6421	5325
adventurism	3	0	0	1	0.7745	1082
adverbial	3	0	0	1	0.7594	133
adversary	7	0	0	1	0.5548	1579
adversely	5	0	0	1	0.6651	212
advertiser	1	0	0	1	0.8529	1346
advertising	3	0	0	1	0.7759	2285
advice	5	0	0	1	0.695	2180
advisable	7	0	0	1	0.5707	6355
adviser	4	0	0	1	0.7254	2203
advisory	7	0	0	1	0.5565	5418
advocate	8	0	0	1	0.5025	11253
aerobatics	5	0	0	1	0.6683	205
